,class_ids,classes,logistic,logits,probabilities
465,[0],[b'0'],[0.],[-32896.02],[1. 0.]
466,[0],[b'0'],[0.],[-32353.922],[1. 0.]
467,[0],[b'0'],[0.],[-32086.88],[1. 0.]
468,[0],[b'0'],[0.],[-32803.438],[1. 0.]
469,[0],[b'0'],[0.],[-30412.576],[1. 0.]
470,[0],[b'0'],[0.],[-33817.38],[1. 0.]
471,[0],[b'0'],[0.],[-30828.836],[1. 0.]
472,[0],[b'0'],[0.],[-37162.848],[1. 0.]
473,[0],[b'0'],[0.],[-32187.883],[1. 0.]
474,[0],[b'0'],[0.],[-32351.021],[1. 0.]
475,[0],[b'0'],[0.],[-32516.994],[1. 0.]
476,[0],[b'0'],[0.],[-30073.416],[1. 0.]
477,[1],[b'1'],[1.],[5598.888],[0. 1.]
478,[0],[b'0'],[0.],[-32725.537],[1. 0.]
479,[0],[b'0'],[0.],[-30113.883],[1. 0.]
480,[0],[b'0'],[0.],[-32961.152],[1. 0.]
481,[0],[b'0'],[0.],[-31172.736],[1. 0.]
482,[0],[b'0'],[0.],[-32496.412],[1. 0.]
483,[0],[b'0'],[0.],[-32145.906],[1. 0.]
484,[0],[b'0'],[0.],[-32101.191],[1. 0.]
485,[0],[b'0'],[0.],[-29964.398],[1. 0.]
486,[0],[b'0'],[0.],[-32065.268],[1. 0.]
487,[0],[b'0'],[0.],[-32207.955],[1. 0.]
488,[0],[b'0'],[0.],[-31700.332],[1. 0.]
489,[1],[b'1'],[1.],[6176.181],[0. 1.]
490,[0],[b'0'],[0.],[-31022.512],[1. 0.]
491,[0],[b'0'],[0.],[-33027.84],[1. 0.]
492,[0],[b'0'],[0.],[-33491.656],[1. 0.]
493,[0],[b'0'],[0.],[-31072.98],[1. 0.]
494,[0],[b'0'],[0.],[-32120.357],[1. 0.]
495,[0],[b'0'],[0.],[-30363.072],[1. 0.]
496,[0],[b'0'],[0.],[-31821.727],[1. 0.]
497,[0],[b'0'],[0.],[-32043.176],[1. 0.]
498,[0],[b'0'],[0.],[-32996.715],[1. 0.]
499,[0],[b'0'],[0.],[-32995.63],[1. 0.]
500,[0],[b'0'],[0.],[-29800.19],[1. 0.]
501,[0],[b'0'],[0.],[-32352.887],[1. 0.]
502,[0],[b'0'],[0.],[-32844.18],[1. 0.]
503,[0],[b'0'],[0.],[-33325.824],[1. 0.]
504,[0],[b'0'],[0.],[-31844.076],[1. 0.]
505,[0],[b'0'],[0.],[-30106.736],[1. 0.]
506,[0],[b'0'],[0.],[-32733.854],[1. 0.]
507,[0],[b'0'],[0.],[-31630.637],[1. 0.]
508,[0],[b'0'],[0.],[-31696.283],[1. 0.]
509,[0],[b'0'],[0.],[-31496.615],[1. 0.]
510,[0],[b'0'],[0.],[-30766.219],[1. 0.]
511,[0],[b'0'],[0.],[-30768.94],[1. 0.]
512,[0],[b'0'],[0.],[-33728.336],[1. 0.]
513,[0],[b'0'],[0.],[-36554.4],[1. 0.]
514,[0],[b'0'],[0.],[-31380.188],[1. 0.]
515,[0],[b'0'],[0.],[-32682.316],[1. 0.]
516,[0],[b'0'],[0.],[-34205.504],[1. 0.]
517,[0],[b'0'],[0.],[-32583.7],[1. 0.]
518,[0],[b'0'],[0.],[-29776.555],[1. 0.]
519,[0],[b'0'],[0.],[-33409.11],[1. 0.]
520,[0],[b'0'],[0.],[-32319.934],[1. 0.]
521,[0],[b'0'],[0.],[-31896.152],[1. 0.]
522,[0],[b'0'],[0.],[-34451.22],[1. 0.]
523,[0],[b'0'],[0.],[-31769.338],[1. 0.]
524,[0],[b'0'],[0.],[-31911.064],[1. 0.]
525,[0],[b'0'],[0.],[-32149.105],[1. 0.]
526,[0],[b'0'],[0.],[-31344.586],[1. 0.]
527,[0],[b'0'],[0.],[-29005.96],[1. 0.]
528,[0],[b'0'],[0.],[-31517.787],[1. 0.]
529,[0],[b'0'],[0.],[-32167.436],[1. 0.]
530,[0],[b'0'],[0.],[-32199.867],[1. 0.]
531,[0],[b'0'],[0.],[-31583.656],[1. 0.]
532,[0],[b'0'],[0.],[-30203.496],[1. 0.]
533,[0],[b'0'],[0.],[-32479.58],[1. 0.]
534,[0],[b'0'],[0.],[-28595.738],[1. 0.]
535,[0],[b'0'],[0.],[-32796.926],[1. 0.]
536,[1],[b'1'],[1.],[7809.228],[0. 1.]
537,[0],[b'0'],[0.],[-31534.6],[1. 0.]
538,[0],[b'0'],[0.],[-34021.473],[1. 0.]
539,[0],[b'0'],[0.],[-33278.484],[1. 0.]
540,[0],[b'0'],[0.],[-32542.135],[1. 0.]
541,[0],[b'0'],[0.],[-31170.418],[1. 0.]
542,[0],[b'0'],[0.],[-33126.285],[1. 0.]
543,[0],[b'0'],[0.],[-32193.445],[1. 0.]
544,[0],[b'0'],[0.],[-31566.3],[1. 0.]
545,[0],[b'0'],[0.],[-32174.412],[1. 0.]
546,[0],[b'0'],[0.],[-33083.758],[1. 0.]
547,[0],[b'0'],[0.],[-31509.404],[1. 0.]
548,[0],[b'0'],[0.],[-31813.31],[1. 0.]
549,[0],[b'0'],[0.],[-29106.908],[1. 0.]
550,[0],[b'0'],[0.],[-32754.297],[1. 0.]
551,[0],[b'0'],[0.],[-33232.434],[1. 0.]
552,[0],[b'0'],[0.],[-31345.709],[1. 0.]
553,[0],[b'0'],[0.],[-30450.824],[1. 0.]
554,[0],[b'0'],[0.],[-30674.992],[1. 0.]
555,[0],[b'0'],[0.],[-32585.24],[1. 0.]
556,[0],[b'0'],[0.],[-32998.39],[1. 0.]
557,[0],[b'0'],[0.],[-34879.273],[1. 0.]
558,[0],[b'0'],[0.],[-31949.305],[1. 0.]
559,[0],[b'0'],[0.],[-31454.188],[1. 0.]
560,[0],[b'0'],[0.],[-32503.79],[1. 0.]
561,[0],[b'0'],[0.],[-33698.984],[1. 0.]
562,[0],[b'0'],[0.],[-32640.908],[1. 0.]
563,[0],[b'0'],[0.],[-30016.457],[1. 0.]
564,[0],[b'0'],[0.],[-37652.27],[1. 0.]
565,[0],[b'0'],[0.],[-33642.3],[1. 0.]
566,[0],[b'0'],[0.],[-32869.227],[1. 0.]
567,[0],[b'0'],[0.],[-28597.535],[1. 0.]
568,[0],[b'0'],[0.],[-35190.066],[1. 0.]
569,[0],[b'0'],[0.],[-31403.725],[1. 0.]
570,[0],[b'0'],[0.],[-37083.414],[1. 0.]
571,[0],[b'0'],[0.],[-32695.312],[1. 0.]
572,[0],[b'0'],[0.],[-34280.348],[1. 0.]
573,[0],[b'0'],[0.],[-32621.594],[1. 0.]
574,[0],[b'0'],[0.],[-31692.344],[1. 0.]
575,[0],[b'0'],[0.],[-30006.752],[1. 0.]
576,[0],[b'0'],[0.],[-29090.244],[1. 0.]
577,[0],[b'0'],[0.],[-32804.94],[1. 0.]
578,[0],[b'0'],[0.],[-37159.47],[1. 0.]
579,[0],[b'0'],[0.],[-31628.682],[1. 0.]
580,[0],[b'0'],[0.],[-35928.06],[1. 0.]
581,[0],[b'0'],[0.],[-32993.906],[1. 0.]
582,[0],[b'0'],[0.],[-30886.092],[1. 0.]
583,[0],[b'0'],[0.],[-31326.62],[1. 0.]
584,[0],[b'0'],[0.],[-29190.27],[1. 0.]
585,[0],[b'0'],[0.],[-32925.812],[1. 0.]
586,[0],[b'0'],[0.],[-33918.277],[1. 0.]
587,[0],[b'0'],[0.],[-31839.11],[1. 0.]
588,[1],[b'1'],[1.],[5836.57],[0. 1.]
589,[0],[b'0'],[0.],[-31177.893],[1. 0.]
590,[0],[b'0'],[0.],[-30550.955],[1. 0.]
591,[0],[b'0'],[0.],[-33161.977],[1. 0.]
592,[0],[b'0'],[0.],[-32057.828],[1. 0.]
593,[0],[b'0'],[0.],[-29790.727],[1. 0.]
594,[0],[b'0'],[0.],[-29211.51],[1. 0.]
595,[0],[b'0'],[0.],[-32734.092],[1. 0.]
596,[0],[b'0'],[0.],[-28787.54],[1. 0.]
597,[0],[b'0'],[0.],[-31075.936],[1. 0.]
598,[0],[b'0'],[0.],[-30472.625],[1. 0.]
599,[0],[b'0'],[0.],[-31937.055],[1. 0.]
600,[0],[b'0'],[0.],[-31987.752],[1. 0.]
601,[0],[b'0'],[0.],[-31330.275],[1. 0.]
602,[0],[b'0'],[0.],[-30502.193],[1. 0.]
603,[0],[b'0'],[0.],[-33317.73],[1. 0.]
604,[0],[b'0'],[0.],[-32257.238],[1. 0.]
605,[0],[b'0'],[0.],[-32346.092],[1. 0.]
606,[0],[b'0'],[0.],[-31786.768],[1. 0.]
607,[0],[b'0'],[0.],[-32031.438],[1. 0.]
608,[0],[b'0'],[0.],[-33345.836],[1. 0.]
609,[0],[b'0'],[0.],[-31847.168],[1. 0.]
610,[0],[b'0'],[0.],[-34143.637],[1. 0.]
611,[0],[b'0'],[0.],[-30026.5],[1. 0.]
612,[0],[b'0'],[0.],[-33169.016],[1. 0.]
613,[0],[b'0'],[0.],[-31735.695],[1. 0.]
614,[0],[b'0'],[0.],[-36692.46],[1. 0.]
615,[0],[b'0'],[0.],[-34261.953],[1. 0.]
616,[0],[b'0'],[0.],[-33787.516],[1. 0.]
617,[0],[b'0'],[0.],[-30067.49],[1. 0.]
618,[0],[b'0'],[0.],[-32594.457],[1. 0.]
619,[0],[b'0'],[0.],[-32761.965],[1. 0.]
620,[0],[b'0'],[0.],[-27156.459],[1. 0.]
621,[0],[b'0'],[0.],[-33909.785],[1. 0.]
622,[0],[b'0'],[0.],[-31624.154],[1. 0.]
623,[0],[b'0'],[0.],[-29785.605],[1. 0.]
624,[0],[b'0'],[0.],[-32319.629],[1. 0.]
625,[0],[b'0'],[0.],[-28575.15],[1. 0.]
626,[0],[b'0'],[0.],[-33161.887],[1. 0.]
627,[0],[b'0'],[0.],[-29969.02],[1. 0.]
628,[0],[b'0'],[0.],[-32221.012],[1. 0.]
629,[0],[b'0'],[0.],[-28572.38],[1. 0.]
630,[0],[b'0'],[0.],[-33054.207],[1. 0.]
631,[0],[b'0'],[0.],[-32819.473],[1. 0.]
632,[0],[b'0'],[0.],[-34354.96],[1. 0.]
633,[0],[b'0'],[0.],[-32134.09],[1. 0.]
634,[0],[b'0'],[0.],[-31299.453],[1. 0.]
635,[0],[b'0'],[0.],[-33276.082],[1. 0.]
636,[1],[b'1'],[1.],[6614.4897],[0. 1.]
637,[0],[b'0'],[0.],[-31929.396],[1. 0.]
638,[0],[b'0'],[0.],[-33730.78],[1. 0.]
639,[0],[b'0'],[0.],[-31797.455],[1. 0.]
640,[0],[b'0'],[0.],[-30039.096],[1. 0.]
641,[0],[b'0'],[0.],[-33908.03],[1. 0.]
642,[0],[b'0'],[0.],[-33092.91],[1. 0.]
643,[0],[b'0'],[0.],[-32727.42],[1. 0.]
644,[0],[b'0'],[0.],[-31136.441],[1. 0.]
645,[0],[b'0'],[0.],[-30845.424],[1. 0.]
646,[0],[b'0'],[0.],[-30607.555],[1. 0.]
647,[0],[b'0'],[0.],[-33414.47],[1. 0.]
648,[0],[b'0'],[0.],[-32340.43],[1. 0.]
649,[0],[b'0'],[0.],[-29818.883],[1. 0.]
650,[0],[b'0'],[0.],[-31313.488],[1. 0.]
651,[0],[b'0'],[0.],[-31473.059],[1. 0.]
652,[0],[b'0'],[0.],[-31520.154],[1. 0.]
653,[0],[b'0'],[0.],[-29446.592],[1. 0.]
654,[0],[b'0'],[0.],[-32658.096],[1. 0.]
655,[0],[b'0'],[0.],[-29705.762],[1. 0.]
656,[0],[b'0'],[0.],[-32025.807],[1. 0.]
657,[0],[b'0'],[0.],[-29715.957],[1. 0.]
658,[0],[b'0'],[0.],[-30971.273],[1. 0.]
659,[0],[b'0'],[0.],[-33354.277],[1. 0.]
660,[0],[b'0'],[0.],[-29625.61],[1. 0.]
661,[0],[b'0'],[0.],[-31658.615],[1. 0.]
662,[0],[b'0'],[0.],[-29391.863],[1. 0.]
663,[0],[b'0'],[0.],[-29450.9],[1. 0.]
664,[0],[b'0'],[0.],[-31435.709],[1. 0.]
665,[0],[b'0'],[0.],[-28599.129],[1. 0.]
666,[0],[b'0'],[0.],[-33235.],[1. 0.]
667,[0],[b'0'],[0.],[-34238.164],[1. 0.]
668,[0],[b'0'],[0.],[-31238.578],[1. 0.]
669,[0],[b'0'],[0.],[-29786.953],[1. 0.]
670,[0],[b'0'],[0.],[-32775.516],[1. 0.]
671,[0],[b'0'],[0.],[-28458.02],[1. 0.]
672,[0],[b'0'],[0.],[-31587.627],[1. 0.]
673,[0],[b'0'],[0.],[-32396.084],[1. 0.]
674,[0],[b'0'],[0.],[-32832.02],[1. 0.]
675,[0],[b'0'],[0.],[-30075.584],[1. 0.]
676,[0],[b'0'],[0.],[-31530.557],[1. 0.]
677,[0],[b'0'],[0.],[-33685.613],[1. 0.]
678,[0],[b'0'],[0.],[-32059.365],[1. 0.]
679,[0],[b'0'],[0.],[-31456.215],[1. 0.]
680,[0],[b'0'],[0.],[-30494.76],[1. 0.]
681,[0],[b'0'],[0.],[-31604.67],[1. 0.]
682,[0],[b'0'],[0.],[-29800.334],[1. 0.]
683,[0],[b'0'],[0.],[-32577.557],[1. 0.]
684,[0],[b'0'],[0.],[-32082.771],[1. 0.]
685,[0],[b'0'],[0.],[-32686.92],[1. 0.]
686,[0],[b'0'],[0.],[-32303.398],[1. 0.]
687,[0],[b'0'],[0.],[-31824.11],[1. 0.]
688,[0],[b'0'],[0.],[-33415.332],[1. 0.]
689,[0],[b'0'],[0.],[-31619.924],[1. 0.]
690,[0],[b'0'],[0.],[-32703.346],[1. 0.]
691,[0],[b'0'],[0.],[-36201.668],[1. 0.]
692,[0],[b'0'],[0.],[-32194.357],[1. 0.]
693,[0],[b'0'],[0.],[-31799.203],[1. 0.]
694,[0],[b'0'],[0.],[-30496.441],[1. 0.]
695,[0],[b'0'],[0.],[-31982.21],[1. 0.]
696,[0],[b'0'],[0.],[-31736.48],[1. 0.]
697,[0],[b'0'],[0.],[-32436.27],[1. 0.]
698,[0],[b'0'],[0.],[-33696.965],[1. 0.]
699,[0],[b'0'],[0.],[-31576.086],[1. 0.]
700,[0],[b'0'],[0.],[-32200.266],[1. 0.]
701,[0],[b'0'],[0.],[-29078.621],[1. 0.]
702,[0],[b'0'],[0.],[-32282.887],[1. 0.]
703,[0],[b'0'],[0.],[-32142.695],[1. 0.]
704,[0],[b'0'],[0.],[-32424.406],[1. 0.]
705,[0],[b'0'],[0.],[-32538.006],[1. 0.]
706,[0],[b'0'],[0.],[-31623.05],[1. 0.]
707,[0],[b'0'],[0.],[-32599.805],[1. 0.]
708,[0],[b'0'],[0.],[-32543.205],[1. 0.]
709,[0],[b'0'],[0.],[-31230.873],[1. 0.]
710,[0],[b'0'],[0.],[-32247.4],[1. 0.]
711,[0],[b'0'],[0.],[-32352.998],[1. 0.]
712,[0],[b'0'],[0.],[-29693.328],[1. 0.]
713,[0],[b'0'],[0.],[-32001.037],[1. 0.]
714,[0],[b'0'],[0.],[-33662.574],[1. 0.]
715,[0],[b'0'],[0.],[-33045.1],[1. 0.]
716,[0],[b'0'],[0.],[-30593.63],[1. 0.]
717,[0],[b'0'],[0.],[-32433.379],[1. 0.]
718,[0],[b'0'],[0.],[-33463.582],[1. 0.]
719,[0],[b'0'],[0.],[-34044.11],[1. 0.]
720,[0],[b'0'],[0.],[-31280.773],[1. 0.]
721,[0],[b'0'],[0.],[-30149.488],[1. 0.]
722,[0],[b'0'],[0.],[-33577.64],[1. 0.]
723,[0],[b'0'],[0.],[-32471.697],[1. 0.]
724,[0],[b'0'],[0.],[-32112.033],[1. 0.]
725,[0],[b'0'],[0.],[-30719.357],[1. 0.]
726,[0],[b'0'],[0.],[-30390.396],[1. 0.]
727,[0],[b'0'],[0.],[-29604.547],[1. 0.]
728,[0],[b'0'],[0.],[-32219.09],[1. 0.]
729,[0],[b'0'],[0.],[-31418.436],[1. 0.]
730,[0],[b'0'],[0.],[-32682.797],[1. 0.]
731,[0],[b'0'],[0.],[-30756.623],[1. 0.]
732,[0],[b'0'],[0.],[-33334.945],[1. 0.]
733,[0],[b'0'],[0.],[-31542.602],[1. 0.]
734,[0],[b'0'],[0.],[-32359.81],[1. 0.]
735,[0],[b'0'],[0.],[-32012.344],[1. 0.]
736,[0],[b'0'],[0.],[-28767.564],[1. 0.]
737,[0],[b'0'],[0.],[-33575.227],[1. 0.]
738,[0],[b'0'],[0.],[-31233.314],[1. 0.]
739,[0],[b'0'],[0.],[-32214.094],[1. 0.]
740,[0],[b'0'],[0.],[-32503.66],[1. 0.]
741,[0],[b'0'],[0.],[-33674.637],[1. 0.]
742,[0],[b'0'],[0.],[-35210.105],[1. 0.]
743,[0],[b'0'],[0.],[-32513.338],[1. 0.]
744,[0],[b'0'],[0.],[-31131.404],[1. 0.]
745,[0],[b'0'],[0.],[-31695.572],[1. 0.]
746,[0],[b'0'],[0.],[-37115.348],[1. 0.]
747,[0],[b'0'],[0.],[-33307.887],[1. 0.]
748,[0],[b'0'],[0.],[-30593.7],[1. 0.]
749,[0],[b'0'],[0.],[-33435.836],[1. 0.]
750,[0],[b'0'],[0.],[-31239.887],[1. 0.]
751,[0],[b'0'],[0.],[-32306.768],[1. 0.]
752,[0],[b'0'],[0.],[-31093.1],[1. 0.]
753,[0],[b'0'],[0.],[-30913.521],[1. 0.]
754,[0],[b'0'],[0.],[-32080.477],[1. 0.]
755,[0],[b'0'],[0.],[-32006.781],[1. 0.]
756,[0],[b'0'],[0.],[-31801.617],[1. 0.]
757,[0],[b'0'],[0.],[-34391.438],[1. 0.]
758,[0],[b'0'],[0.],[-31043.818],[1. 0.]
759,[0],[b'0'],[0.],[-32761.361],[1. 0.]
760,[0],[b'0'],[0.],[-32192.875],[1. 0.]
761,[0],[b'0'],[0.],[-32317.98],[1. 0.]
762,[0],[b'0'],[0.],[-31235.357],[1. 0.]
763,[0],[b'0'],[0.],[-32925.258],[1. 0.]
764,[0],[b'0'],[0.],[-29302.52],[1. 0.]
765,[0],[b'0'],[0.],[-32701.68],[1. 0.]
766,[0],[b'0'],[0.],[-32715.047],[1. 0.]
767,[0],[b'0'],[0.],[-30499.717],[1. 0.]
768,[0],[b'0'],[0.],[-29664.39],[1. 0.]
769,[0],[b'0'],[0.],[-34207.66],[1. 0.]
770,[0],[b'0'],[0.],[-29866.578],[1. 0.]
771,[0],[b'0'],[0.],[-32608.354],[1. 0.]
772,[0],[b'0'],[0.],[-32783.906],[1. 0.]
773,[0],[b'0'],[0.],[-34379.082],[1. 0.]
774,[0],[b'0'],[0.],[-33614.516],[1. 0.]
775,[0],[b'0'],[0.],[-31854.951],[1. 0.]
776,[0],[b'0'],[0.],[-31054.445],[1. 0.]
777,[0],[b'0'],[0.],[-30050.084],[1. 0.]
778,[0],[b'0'],[0.],[-33041.082],[1. 0.]
779,[0],[b'0'],[0.],[-29418.2],[1. 0.]
780,[0],[b'0'],[0.],[-32566.127],[1. 0.]
781,[0],[b'0'],[0.],[-31686.115],[1. 0.]
782,[0],[b'0'],[0.],[-32833.027],[1. 0.]
783,[0],[b'0'],[0.],[-31648.963],[1. 0.]
784,[0],[b'0'],[0.],[-29360.57],[1. 0.]
785,[0],[b'0'],[0.],[-31282.973],[1. 0.]
786,[0],[b'0'],[0.],[-31749.623],[1. 0.]
787,[0],[b'0'],[0.],[-30259.318],[1. 0.]
788,[0],[b'0'],[0.],[-31735.58],[1. 0.]
789,[0],[b'0'],[0.],[-30828.115],[1. 0.]
790,[0],[b'0'],[0.],[-33061.67],[1. 0.]
791,[0],[b'0'],[0.],[-32563.066],[1. 0.]
792,[0],[b'0'],[0.],[-38357.543],[1. 0.]
793,[0],[b'0'],[0.],[-29782.463],[1. 0.]
794,[0],[b'0'],[0.],[-31347.53],[1. 0.]
795,[0],[b'0'],[0.],[-33279.992],[1. 0.]
796,[0],[b'0'],[0.],[-31401.213],[1. 0.]
797,[0],[b'0'],[0.],[-29879.361],[1. 0.]
798,[0],[b'0'],[0.],[-31605.18],[1. 0.]
799,[1],[b'1'],[1.],[5554.058],[0. 1.]
800,[0],[b'0'],[0.],[-30297.303],[1. 0.]
801,[0],[b'0'],[0.],[-32331.74],[1. 0.]
802,[0],[b'0'],[0.],[-32014.154],[1. 0.]
803,[0],[b'0'],[0.],[-35739.99],[1. 0.]
804,[0],[b'0'],[0.],[-35184.45],[1. 0.]
805,[0],[b'0'],[0.],[-30457.8],[1. 0.]
806,[0],[b'0'],[0.],[-32650.916],[1. 0.]
807,[0],[b'0'],[0.],[-32862.28],[1. 0.]
808,[0],[b'0'],[0.],[-33384.844],[1. 0.]
809,[0],[b'0'],[0.],[-33818.355],[1. 0.]
810,[0],[b'0'],[0.],[-31646.959],[1. 0.]
811,[0],[b'0'],[0.],[-33524.125],[1. 0.]
812,[0],[b'0'],[0.],[-29609.326],[1. 0.]
813,[0],[b'0'],[0.],[-29227.605],[1. 0.]
814,[1],[b'1'],[1.],[9783.604],[0. 1.]
815,[0],[b'0'],[0.],[-32102.01],[1. 0.]
816,[0],[b'0'],[0.],[-32548.225],[1. 0.]
817,[0],[b'0'],[0.],[-31356.701],[1. 0.]
818,[0],[b'0'],[0.],[-31395.486],[1. 0.]
819,[0],[b'0'],[0.],[-32341.512],[1. 0.]
820,[0],[b'0'],[0.],[-32795.965],[1. 0.]
821,[0],[b'0'],[0.],[-29346.832],[1. 0.]
822,[0],[b'0'],[0.],[-29476.729],[1. 0.]
823,[0],[b'0'],[0.],[-30702.258],[1. 0.]
824,[0],[b'0'],[0.],[-32971.96],[1. 0.]
825,[0],[b'0'],[0.],[-29093.346],[1. 0.]
826,[0],[b'0'],[0.],[-31960.664],[1. 0.]
827,[0],[b'0'],[0.],[-32574.88],[1. 0.]
828,[0],[b'0'],[0.],[-33060.098],[1. 0.]
829,[0],[b'0'],[0.],[-32254.822],[1. 0.]
830,[0],[b'0'],[0.],[-32668.455],[1. 0.]
831,[0],[b'0'],[0.],[-31603.072],[1. 0.]
832,[0],[b'0'],[0.],[-32884.113],[1. 0.]
833,[0],[b'0'],[0.],[-32044.162],[1. 0.]
834,[0],[b'0'],[0.],[-28776.605],[1. 0.]
835,[0],[b'0'],[0.],[-31743.064],[1. 0.]
836,[0],[b'0'],[0.],[-33176.367],[1. 0.]
837,[0],[b'0'],[0.],[-29925.17],[1. 0.]
838,[0],[b'0'],[0.],[-34699.355],[1. 0.]
839,[0],[b'0'],[0.],[-31115.484],[1. 0.]
840,[0],[b'0'],[0.],[-31936.797],[1. 0.]
841,[0],[b'0'],[0.],[-30982.725],[1. 0.]
842,[0],[b'0'],[0.],[-31539.5],[1. 0.]
843,[0],[b'0'],[0.],[-33461.934],[1. 0.]
844,[0],[b'0'],[0.],[-32121.22],[1. 0.]
845,[0],[b'0'],[0.],[-30946.35],[1. 0.]
846,[0],[b'0'],[0.],[-32493.695],[1. 0.]
847,[0],[b'0'],[0.],[-30029.572],[1. 0.]
848,[0],[b'0'],[0.],[-32922.633],[1. 0.]
849,[0],[b'0'],[0.],[-31571.559],[1. 0.]
850,[0],[b'0'],[0.],[-32317.402],[1. 0.]
851,[0],[b'0'],[0.],[-33063.58],[1. 0.]
852,[0],[b'0'],[0.],[-31807.383],[1. 0.]
853,[0],[b'0'],[0.],[-31640.299],[1. 0.]
854,[0],[b'0'],[0.],[-30039.812],[1. 0.]
855,[0],[b'0'],[0.],[-38165.6],[1. 0.]
856,[0],[b'0'],[0.],[-31763.723],[1. 0.]
857,[0],[b'0'],[0.],[-32582.238],[1. 0.]
858,[0],[b'0'],[0.],[-31786.82],[1. 0.]
859,[0],[b'0'],[0.],[-30501.986],[1. 0.]
860,[0],[b'0'],[0.],[-31510.084],[1. 0.]
861,[0],[b'0'],[0.],[-29701.74],[1. 0.]
862,[0],[b'0'],[0.],[-34253.58],[1. 0.]
863,[0],[b'0'],[0.],[-32142.674],[1. 0.]
864,[0],[b'0'],[0.],[-32577.371],[1. 0.]
865,[0],[b'0'],[0.],[-32110.38],[1. 0.]
866,[0],[b'0'],[0.],[-31851.951],[1. 0.]
867,[0],[b'0'],[0.],[-31806.996],[1. 0.]
868,[0],[b'0'],[0.],[-32129.135],[1. 0.]
869,[0],[b'0'],[0.],[-33249.81],[1. 0.]
870,[0],[b'0'],[0.],[-29605.787],[1. 0.]
871,[0],[b'0'],[0.],[-31930.129],[1. 0.]
872,[0],[b'0'],[0.],[-35074.094],[1. 0.]
873,[0],[b'0'],[0.],[-30681.926],[1. 0.]
874,[0],[b'0'],[0.],[-29091.658],[1. 0.]
875,[0],[b'0'],[0.],[-31245.217],[1. 0.]
876,[0],[b'0'],[0.],[-28264.582],[1. 0.]
877,[0],[b'0'],[0.],[-33360.676],[1. 0.]
878,[0],[b'0'],[0.],[-31744.83],[1. 0.]
879,[0],[b'0'],[0.],[-32375.21],[1. 0.]
880,[0],[b'0'],[0.],[-32753.338],[1. 0.]
881,[0],[b'0'],[0.],[-29290.582],[1. 0.]
882,[0],[b'0'],[0.],[-30375.648],[1. 0.]
883,[0],[b'0'],[0.],[-30469.998],[1. 0.]
884,[0],[b'0'],[0.],[-33622.29],[1. 0.]
885,[0],[b'0'],[0.],[-29781.479],[1. 0.]
886,[0],[b'0'],[0.],[-29520.99],[1. 0.]
887,[0],[b'0'],[0.],[-33142.504],[1. 0.]
888,[0],[b'0'],[0.],[-32331.533],[1. 0.]
889,[0],[b'0'],[0.],[-34369.035],[1. 0.]
890,[0],[b'0'],[0.],[-31431.62],[1. 0.]
891,[0],[b'0'],[0.],[-31412.412],[1. 0.]
892,[0],[b'0'],[0.],[-31556.064],[1. 0.]
893,[0],[b'0'],[0.],[-29456.854],[1. 0.]
894,[0],[b'0'],[0.],[-33162.797],[1. 0.]
895,[0],[b'0'],[0.],[-31501.03],[1. 0.]
896,[0],[b'0'],[0.],[-33475.81],[1. 0.]
897,[0],[b'0'],[0.],[-29511.55],[1. 0.]
898,[0],[b'0'],[0.],[-31804.307],[1. 0.]
899,[0],[b'0'],[0.],[-31110.602],[1. 0.]
900,[0],[b'0'],[0.],[-33827.953],[1. 0.]
901,[0],[b'0'],[0.],[-29804.865],[1. 0.]
902,[0],[b'0'],[0.],[-29575.809],[1. 0.]
903,[0],[b'0'],[0.],[-32510.215],[1. 0.]
904,[0],[b'0'],[0.],[-30791.44],[1. 0.]
905,[0],[b'0'],[0.],[-30600.705],[1. 0.]
906,[0],[b'0'],[0.],[-30049.045],[1. 0.]
907,[0],[b'0'],[0.],[-28959.635],[1. 0.]
908,[0],[b'0'],[0.],[-33195.457],[1. 0.]
909,[0],[b'0'],[0.],[-30630.275],[1. 0.]
910,[0],[b'0'],[0.],[-34207.754],[1. 0.]
911,[0],[b'0'],[0.],[-31876.01],[1. 0.]
912,[0],[b'0'],[0.],[-33311.074],[1. 0.]
913,[0],[b'0'],[0.],[-29129.],[1. 0.]
914,[0],[b'0'],[0.],[-30575.697],[1. 0.]
915,[0],[b'0'],[0.],[-30441.814],[1. 0.]
916,[0],[b'0'],[0.],[-31902.648],[1. 0.]
917,[0],[b'0'],[0.],[-29647.297],[1. 0.]
918,[0],[b'0'],[0.],[-32459.41],[1. 0.]
919,[0],[b'0'],[0.],[-32641.824],[1. 0.]
920,[0],[b'0'],[0.],[-31345.387],[1. 0.]
921,[0],[b'0'],[0.],[-34742.145],[1. 0.]
922,[0],[b'0'],[0.],[-32673.566],[1. 0.]
923,[0],[b'0'],[0.],[-32545.025],[1. 0.]
924,[0],[b'0'],[0.],[-31169.35],[1. 0.]
925,[0],[b'0'],[0.],[-30340.832],[1. 0.]
926,[0],[b'0'],[0.],[-33121.83],[1. 0.]
927,[0],[b'0'],[0.],[-32088.084],[1. 0.]
928,[0],[b'0'],[0.],[-33007.402],[1. 0.]
929,[0],[b'0'],[0.],[-28526.402],[1. 0.]
930,[0],[b'0'],[0.],[-34255.113],[1. 0.]
